Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Drivetrain,Seating Capacity,Fuel Tank Capacity,Volume,Power_bhp,Power_rpm,Torque_Nm,Torque_rpm
Nissan,380000,2013,35000,Diesel,Manual,Kanpur,Grey,First,Individual,FWD,5.0,41.0,11288064.375,85.0,3750.0,200.0,2000.0
Honda,434999,2014,50000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,35.0,10088316.0,89.0,6000.0,110.0,4800.0
Volkswagen,425000,2016,52600,Petrol,Manual,Varanasi,Silver,First,Individual,FWD,5.0,45.0,9811777.118,74.0,5400.0,110.0,3750.0
Honda,675000,2020,25000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
Hyundai,399000,2014,74000,Petrol,Manual,Ahmedabad,White,First,Individual,FWD,5.0,43.0,10080184.0,81.0,6000.0,114.0,4000.0
Volkswagen,685000,2015,85000,Diesel,Automatic,Pune,Grey,First,Individual,FWD,5.0,55.0,10919377.856,103.0,4400.0,250.0,1500.0
Volkswagen,940000,2021,35000,Petrol,Manual,Chennai,Maroon,First,Corporate,FWD,5.0,55.0,10941780.87,103.0,5250.0,153.0,3800.0
Mercedes-Benz,13100000,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,AWD,7.0,90.0,20475022.677,362.0,5500.0,500.0,1600.0
Audi,2690000,2016,57000,Diesel,Automatic,Gurgaon,White,First,Individual,AWD,5.0,75.0,14522996.826,174.0,4200.0,380.0,1750.0
Honda,1255000,2021,10000,Petrol,Manual,Mumbai,White,First,Corporate,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Hyundai,390000,2014,46000,Petrol,Manual,Pune,Orange,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Hyundai,525000,2014,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,FWD,5.0,43.0,10957775.0,126.0,4000.0,260.0,1900.0
Audi,3450000,2022,4600,Petrol,Automatic,Gurgaon,Blue,First,Individual,AWD,5.0,55.0,12065096.52,188.0,4200.0,320.0,1500.0
Mahindra,1090000,2017,144933,Diesel,Manual,Nashik,White,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Toyota,434999,2015,32545,Petrol,Manual,Kolkata,Silver,First,Individual,FWD,5.0,45.0,10508417.875,79.0,5600.0,104.0,3100.0
Hyundai,2089999,2019,31000,Diesel,Automatic,Delhi,White,First,Individual,FWD,5.0,62.0,13742725.0,182.0,4000.0,400.0,1750.0
Maruti Suzuki,500000,2015,50000,Diesel,Manual,Dehradun,Silver,Second,Individual,FWD,5.0,42.0,10529721.375,74.0,4000.0,190.0,2000.0
Maruti Suzuki,400000,2015,65000,Diesel,Manual,Delhi,Silver,Second,Individual,FWD,5.0,42.0,10529721.375,74.0,4000.0,190.0,2000.0
Hyundai,225000,2012,26000,Petrol,Manual,Dehradun,White,First,Individual,FWD,5.0,35.0,8863016.25,68.0,5500.0,99.08,4500.0
Mahindra,965000,2021,27000,Diesel,Manual,Delhi,Black,First,Individual,FWD,5.0,42.0,11836254.165,115.0,3750.0,300.0,1500.0
Hyundai,825000,2017,62000,Diesel,Manual,Dehradun,White,First,Individual,FWD,5.0,60.0,12388978.0,89.0,4000.0,224.0,1500.0
Hyundai,254999,2012,17000,Petrol,Manual,Mohali,Silver,First,Individual,FWD,5.0,35.0,8644233.75,62.0,5500.0,96.0,3000.0
Mahindra,525000,2015,39234,Diesel,Manual,Patna,White,Second,Individual,RWD,7.0,60.0,13473424.2,63.0,3200.0,195.0,1400.0
Ford,285000,2013,72000,Diesel,Manual,Faridabad,Silver,First,Individual,FWD,5.0,52.0,12055465.38,89.0,3750.0,204.0,2000.0
Chevrolet,229999,2011,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,35.0,8824816.0,58.0,4000.0,150.0,1750.0
Volvo,4400000,2020,16519,Petrol,Automatic,Mumbai,White,First,Corporate,FWD,5.0,54.0,13618716.3,187.0,5000.0,300.0,1300.0
Maruti Suzuki,200000,2011,51000,Petrol,Manual,Mumbai,Orange,Second,Individual,FWD,5.0,35.0,7795670.0,67.0,6200.0,90.0,3500.0
Maruti Suzuki,1011000,2019,74179,Diesel,Automatic,Mumbai,Silver,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Mercedes-Benz,6500000,2020,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,AWD,5.0,66.0,14473151.28,192.0,3800.0,400.0,1600.0
Maruti Suzuki,1063000,2019,31056,Diesel,Manual,Hyderabad,Others,First,Individual,FWD,5.0,48.0,12067305.0,118.0,3750.0,320.0,1750.0
Maruti Suzuki,675000,2016,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,FWD,7.0,45.0,12181159.875,94.0,6000.0,130.0,4000.0
Mercedes-Benz,7475000,2021,13000,Diesel,Automatic,Delhi,Black,First,Individual,RWD,5.0,80.0,14069266.92,192.0,3800.0,400.0,1600.0
Mercedes-Benz,7000000,2021,19000,Diesel,Automatic,Mumbai,Black,First,Individual,AWD,5.0,66.0,14473151.28,192.0,3800.0,400.0,1600.0
Audi,2175000,2015,152000,Diesel,Automatic,Surat,White,First,Individual,AWD,5.0,75.0,14522996.826,174.0,4200.0,380.0,1750.0
Honda,690000,2015,59000,Petrol,Automatic,Faridabad,Silver,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Audi,1525000,2016,32000,Diesel,Automatic,Delhi,Red,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Honda,475000,2011,72000,Petrol,Automatic,Delhi,Gold,First,Individual,FWD,5.0,70.0,13470806.25,178.0,6500.0,222.0,4300.0
Hyundai,1123000,2017,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,FWD,5.0,45.0,11323221.0,126.0,4000.0,260.0,1500.0
Maruti Suzuki,990000,2019,21894,Petrol,Automatic,Delhi,White,First,Individual,FWD,7.0,45.0,12886799.25,103.0,6000.0,138.0,4400.0
BMW,5250000,2018,21000,Diesel,Automatic,Chennai,Blue,First,Individual,RWD,5.0,65.0,15018452.784,258.0,4000.0,560.0,1500.0
Honda,515000,2015,63587,Diesel,Manual,Mumbai,Brown,First,Individual,FWD,5.0,35.0,10088316.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,850000,2019,32000,Petrol,Automatic,Pune,Grey,First,Individual,FWD,5.0,43.0,11535034.5,103.0,6000.0,138.0,4400.0
Maruti Suzuki,865000,2018,53694,Diesel,Manual,Pune,Grey,Second,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Mercedes-Benz,3390000,2015,91100,Diesel,Automatic,Delhi,Silver,First,Individual,AWD,7.0,100.0,18318848.0,258.0,3600.0,619.0,1600.0
Audi,1450000,2014,58000,Diesel,Automatic,Delhi,Black,Second,Individual,FWD,5.0,65.0,13401583.05,177.0,3750.0,380.0,1750.0
Mahindra,650000,2015,104000,Diesel,Manual,Roorkee,White,First,Individual,RWD,8.0,60.0,15652145.6,75.0,3200.0,200.0,1400.0
Audi,1175000,2013,50000,Diesel,Automatic,Pune,White,First,Individual,FWD,5.0,63.0,12249405.102,177.0,4200.0,380.0,1750.0
Hyundai,325000,2017,56000,Petrol,Manual,Dehradun,Silver,First,Individual,FWD,5.0,32.0,8125875.0,55.0,5500.0,75.0,4000.0
Renault,525000,2014,48000,Diesel,Manual,Patna,Silver,First,Individual,FWD,5.0,50.0,13325971.35,84.0,3750.0,200.0,1900.0
Maruti Suzuki,1225000,2021,23000,Petrol,Manual,Bangalore,White,First,Individual,FWD,7.0,45.0,12886799.25,103.0,6000.0,138.0,4400.0
Mercedes-Benz,4200000,2021,5600,Diesel,Automatic,Delhi,Grey,UnRegistered Car,Individual,FWD,5.0,43.0,11813825.784,147.0,3400.0,320.0,1400.0
Hyundai,550000,2015,33000,Petrol,Manual,Mumbai,Red,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Hyundai,1275000,2019,58900,Diesel,Manual,Agra,White,First,Individual,FWD,5.0,55.0,12654999.0,126.0,4000.0,260.0,1500.0
Land Rover,3900000,2016,20000,Diesel,Automatic,Hyderabad,Grey,First,Individual,AWD,7.0,65.0,16084406.0,177.0,4000.0,430.0,1750.0
Renault,434999,2019,32000,Petrol,Manual,Mysore,Grey,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Maruti Suzuki,775000,2017,71000,Petrol,Manual,Delhi,Silver,First,Individual,FWD,7.0,45.0,12269698.2,94.0,6000.0,130.0,4000.0
Hyundai,560000,2017,29000,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Toyota,1000000,2014,158690,Diesel,Manual,Ahmedabad,Silver,Second,Individual,RWD,7.0,55.0,14202496.0,100.0,3600.0,200.0,1400.0
Mercedes-Benz,5000000,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,AWD,5.0,93.0,18530192.284,255.0,3400.0,620.0,1600.0
Maruti Suzuki,635000,2016,92000,Diesel,Manual,Mohali,White,Second,Individual,FWD,5.0,43.0,11535034.5,89.0,4000.0,200.0,1750.0
Maruti Suzuki,650000,2020,42000,Petrol,Manual,Lucknow,White,First,Individual,FWD,5.0,37.0,10500957.375,89.0,6000.0,113.0,4400.0
Datsun,345000,2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,FWD,5.0,35.0,9189885.375,67.0,5000.0,104.0,4000.0
Mahindra,865000,2017,93000,Diesel,Manual,Ahmedabad,White,First,Individual,FWD,7.0,70.0,15468185.25,140.0,3750.0,330.0,2800.0
Audi,1380000,2014,100000,Diesel,Automatic,Bangalore,Black,First,Individual,FWD,5.0,63.0,12249405.102,141.0,4200.0,320.0,1750.0
Maruti Suzuki,585000,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Toyota,690000,2020,55000,Petrol,Manual,Lucknow,Blue,First,Individual,FWD,5.0,37.0,10526625.25,82.0,6000.0,113.0,4200.0
Maruti Suzuki,380000,2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Tata,850000,2018,65000,Diesel,Manual,Patna,White,First,Individual,RWD,7.0,60.0,16318811.124,154.0,4000.0,400.0,1700.0
Toyota,1750000,2013,95000,Diesel,Manual,Chennai,White,Second,Individual,AWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Maruti Suzuki,275000,2013,85785,Diesel,Manual,Ambala Cantt,Silver,Second,Individual,FWD,5.0,43.0,10274040.0,73.0,4000.0,190.0,2000.0
Volkswagen,690000,2018,38000,Petrol,Manual,Dehradun,Gold,First,Individual,FWD,5.0,55.0,10941780.87,103.0,5250.0,153.0,3800.0
Hyundai,1130000,2020,12905,Petrol,Manual,Bangalore,White,First,Individual,FWD,5.0,37.0,10672143.125,118.0,6000.0,172.0,1500.0
Toyota,2295000,2019,26000,Diesel,Automatic,Mumbai,Silver,First,Individual,RWD,7.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Mercedes-Benz,4100000,2021,9000,Petrol,Automatic,Chennai,Blue,First,Individual,FWD,5.0,43.0,11813825.784,161.0,5500.0,250.0,1620.0
Tata,725000,2018,65000,Diesel,Manual,Amritsar,White,Second,Individual,FWD,5.0,44.0,11623646.338,108.0,3750.0,260.0,1500.0
Hyundai,595000,2019,48000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,40.0,10399534.95,82.0,6000.0,115.0,4000.0
Hyundai,290000,2011,91000,Petrol,Manual,Ahmedabad,White,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Jeep,6100000,2022,15000,Petrol,Automatic,Mumbai,Red,First,Individual,AWD,5.0,81.0,17087546.784,268.0,5150.0,400.0,3000.0
Mahindra,1080000,2020,52000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,42.0,11836254.165,115.0,3750.0,300.0,1500.0
Toyota,299000,2013,90000,Diesel,Manual,Bulandshahar,Blue,Third,Individual,FWD,5.0,45.0,10916054.25,68.0,3600.0,170.0,2400.0
Maruti Suzuki,575000,2018,58000,Petrol + CNG,Manual,Delhi,Silver,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Honda,390000,2014,67000,Petrol,Automatic,Delhi,Red,First,Individual,FWD,5.0,35.0,10088316.0,87.0,6000.0,109.0,4500.0
Mahindra,875000,2015,67000,Diesel,Manual,Varanasi,White,First,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Hyundai,1175000,2021,37556,Diesel,Manual,Nashik,White,First,Individual,FWD,5.0,45.0,11349195.75,89.0,4000.0,220.0,1500.0
Maruti Suzuki,260000,2012,54000,Petrol,Manual,Bangalore,Bronze,First,Individual,FWD,5.0,35.0,7795670.0,67.0,6200.0,90.0,3500.0
Honda,650000,2019,42000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,35.0,10088316.0,87.0,6000.0,109.0,4500.0
Volkswagen,625000,2017,55000,Petrol,Manual,Pune,Bronze,First,Individual,FWD,5.0,45.0,9965151.97,74.0,5400.0,110.0,3750.0
MG,1725000,2019,23952,Diesel,Manual,Bangalore,Red,First,Individual,FWD,5.0,60.0,15033788.0,169.0,3750.0,350.0,1750.0
Maruti Suzuki,299000,2015,92000,CNG,Manual,Mumbai,Brown,Second,Individual,FWD,5.0,35.0,9146858.5,58.0,6200.0,77.0,3500.0
Hyundai,375000,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,FWD,5.0,35.0,8863016.25,79.0,6000.0,112.7619,4000.0
Maruti Suzuki,639000,2020,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,FWD,5.0,35.0,9222720.0,67.0,6000.0,90.0,3500.0
Maruti Suzuki,591000,2015,65000,Diesel,Manual,Ahmedabad,White,First,Individual,FWD,5.0,43.0,11535034.5,89.0,4000.0,200.0,1750.0
Mercedes-Benz,4200000,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,AWD,5.0,93.0,18530192.284,201.0,3800.0,500.0,1600.0
Kia,1399000,2021,11000,Petrol,Manual,Pune,Silver,First,Individual,FWD,5.0,50.0,12776715.0,113.0,6300.0,144.0,4500.0
Hyundai,740000,2020,39000,CNG,Manual,Mumbai,Silver,First,Individual,FWD,5.0,65.0,10201632.0,68.0,6000.0,95.0,4000.0
BMW,1600000,2013,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,RWD,5.0,65.0,15018452.784,258.0,4000.0,560.0,1500.0
Honda,250000,2017,132683,Diesel,Manual,Kolkata,Bronze,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Renault,625000,2017,81000,Diesel,Manual,Mohali,White,First,Individual,FWD,5.0,50.0,13325971.35,84.0,3750.0,200.0,1900.0
BMW,4800000,2019,30000,Diesel,Automatic,Delhi,Black,First,Individual,RWD,5.0,65.0,13637042.592,188.0,4000.0,400.0,1750.0
Maruti Suzuki,575000,2015,50599,Petrol,Manual,Chennai,White,Second,Individual,FWD,5.0,42.0,9984397.5,85.0,6000.0,114.0,4000.0
BMW,2800000,2017,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Honda,785000,2018,23000,Petrol,Automatic,Chennai,Red,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Land Rover,4575000,2019,50000,Diesel,Automatic,Karnal,Blue,First,Individual,AWD,7.0,65.0,16407997.6,188.0,3500.0,420.0,1750.0
Audi,1950000,2016,84878,Diesel,Automatic,Nashik,White,Second,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
BMW,4800000,2019,31000,Diesel,Automatic,Delhi,Black,First,Individual,RWD,5.0,65.0,13637042.592,188.0,4000.0,400.0,1750.0
Toyota,1998999,2019,71063,Diesel,Manual,Navi Mumbai,Silver,First,Individual,RWD,8.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Ford,475000,2016,69001,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,52.0,12055465.38,110.0,6300.0,140.0,4400.0
Hyundai,415000,2014,62000,Diesel,Manual,Delhi,Silver,Second,Individual,FWD,5.0,43.0,10957775.0,126.0,4000.0,260.0,1900.0
Hyundai,375000,2012,82000,Diesel,Manual,Chandigarh,White,First,Individual,FWD,5.0,45.0,10281332.25,89.0,4000.0,219.744,1500.0
Toyota,300000,2011,49200,Petrol,Manual,Mumbai,Silver,First,Individual,FWD,5.0,45.0,10916054.25,80.0,5600.0,132.0,3000.0
Mahindra,1500000,2021,8000,Petrol,Manual,Agra,Red,Second,Individual,AWD,4.0,57.0,13373978.8,150.0,5000.0,300.0,1250.0
Maruti Suzuki,975000,2019,58000,Diesel,Manual,Mumbai,White,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,370000,2015,64000,Petrol,Manual,Mohali,Grey,First,Individual,FWD,5.0,35.0,7791023.75,67.0,6000.0,90.0,3500.0
Hyundai,250000,2012,48568,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,35.0,8863016.25,68.0,5500.0,99.08,4500.0
Jaguar,3150000,2014,66500,Diesel,Automatic,Delhi,White,First,Individual,RWD,5.0,83.0,14531459.436,271.0,4000.0,600.0,2000.0
Mahindra,1115000,2018,58590,Diesel,Manual,Kolkata,Grey,First,Individual,FWD,7.0,70.0,15468185.25,153.0,3750.0,360.0,1750.0
Maruti Suzuki,299000,2013,47000,Petrol,Manual,Kolkata,Silver,First,Individual,FWD,5.0,42.0,9984397.5,85.0,6000.0,114.0,4000.0
Hyundai,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,Individual,FWD,5.0,45.0,10281332.25,83.0,6000.0,113.796,4000.0
Skoda,3325000,2021,13092,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,66.0,13332373.704,188.0,4200.0,320.0,1450.0
Audi,1950000,2016,57057,Diesel,Automatic,Ludhiana,White,First,Individual,FWD,5.0,63.0,12249405.102,177.0,4200.0,380.0,1750.0
Maruti Suzuki,500000,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,FWD,5.0,42.0,10529721.375,74.0,4000.0,190.0,2000.0
Hyundai,595000,2015,45000,Petrol,Manual,Thane,White,First,Individual,FWD,5.0,45.0,10933516.0,82.0,6000.0,115.0,4000.0
Maruti Suzuki,484999,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,FWD,5.0,35.0,9505849.125,67.0,6000.0,90.0,3500.0
Mahindra,1700000,2021,17000,Diesel,Manual,Karnal,Silver,First,Individual,AWD,4.0,57.0,13453758.5,130.0,3750.0,300.0,1600.0
Maruti Suzuki,579000,2019,50860,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,32.0,9917842.5,82.0,6000.0,113.0,4200.0
Ford,3800000,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,RWD,7.0,80.0,16833729.759,168.0,3500.0,420.0,2000.0
Toyota,3290000,2018,51000,Diesel,Automatic,Mumbai,White,First,Individual,RWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Mercedes-Benz,4250000,2018,24000,Diesel,Automatic,Hyderabad,White,First,Individual,RWD,5.0,66.0,12230553.72,192.0,3800.0,400.0,1600.0
Maruti Suzuki,535000,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Renault,775000,2017,67000,Diesel,Automatic,Mumbai,White,First,Individual,FWD,5.0,50.0,13325971.35,108.0,3900.0,248.0,2250.0
Maruti Suzuki,345000,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,FWD,5.0,35.0,8985600.0,67.0,6000.0,90.0,3500.0
Skoda,3400000,2019,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,FWD,5.0,50.0,12724745.616,227.0,5500.0,350.0,1250.0
BMW,4500000,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,RWD,5.0,65.0,13637042.592,188.0,4000.0,400.0,1750.0
Honda,525000,2016,18800,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Hyundai,650000,2016,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,FWD,5.0,45.0,10399534.95,82.0,6000.0,115.0,4000.0
Hyundai,1074000,2017,50050,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,60.0,12388978.0,122.0,6400.0,154.0,4850.0
Hyundai,1750000,2021,14000,Diesel,Manual,Chennai,Black,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Nissan,590000,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,FWD,5.0,50.0,13185998.022,84.0,3750.0,200.0,1900.0
Ford,7990000,2018,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,RWD,4.0,60.9,13841451.52,396.0,6500.0,515.0,4250.0
Hyundai,1725000,2020,35000,Diesel,Manual,Dehradun,White,First,Individual,FWD,5.0,50.0,12584595.0,113.0,4000.0,250.0,1500.0
Maruti Suzuki,630000,2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,FWD,5.0,35.0,9222720.0,67.0,6000.0,90.0,3500.0
Mercedes-Benz,6975000,2020,15200,Diesel,Automatic,Delhi,White,First,Individual,RWD,5.0,66.0,13528204.2,241.0,4200.0,500.0,1600.0
Toyota,1375000,2013,83000,Diesel,Manual,Jalandhar,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Honda,425000,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,FWD,5.0,35.0,10088316.0,99.0,3600.0,200.0,1750.0
Toyota,2196000,2019,42794,Diesel,Automatic,Bangalore,White,First,Individual,RWD,8.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Mercedes-Benz,6300000,2020,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,RWD,6.0,57.0,18838757.92,161.0,4200.0,380.0,1200.0
Audi,2950000,2018,17300,Diesel,Automatic,Bangalore,Red,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Mahindra,985000,2017,68000,Diesel,Manual,Delhi,White,First,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Hyundai,750000,2019,43600,Petrol,Automatic,Allahabad,White,First,Individual,FWD,5.0,45.0,11349195.75,118.0,6000.0,172.0,1500.0
Maruti Suzuki,450000,2018,43000,Petrol,Manual,Allahabad,White,First,Individual,FWD,5.0,35.0,8956377.0,67.7,6200.0,90.0,3500.0
Maruti Suzuki,849000,2021,17283,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,48.0,11727722.0,103.0,6000.0,138.0,4400.0
Maruti Suzuki,430000,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,FWD,5.0,42.0,10529721.375,85.0,6000.0,114.0,4000.0
Maruti Suzuki,740000,2017,88000,Diesel,Manual,Mohali,White,First,Individual,FWD,7.0,45.0,12269698.2,89.0,4000.0,200.0,1750.0
BMW,12500000,2021,9500,Petrol,Automatic,Chandigarh,White,First,Individual,AWD,6.0,83.0,18595110.0,335.0,5500.0,450.0,1500.0
Hyundai,1260000,2018,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,FWD,5.0,55.0,12654999.0,122.0,6400.0,151.0,4850.0
Renault,250000,2017,32000,Petrol,Manual,Kolkata,White,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Hyundai,975000,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,FWD,5.0,45.0,11323221.0,121.0,6400.0,151.0,4850.0
Audi,4151000,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,FWD,5.0,54.0,12603828.262,188.0,4200.0,320.0,1450.0
BMW,3250000,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,RWD,5.0,61.0,12372811.14,184.0,4000.0,380.0,1750.0
Ford,3450000,2018,35000,Diesel,Automatic,Ludhiana,White,First,Individual,AWD,7.0,80.0,16715083.44,197.0,3000.0,470.0,1750.0
BMW,6680000,2022,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,AWD,5.0,60.0,14921139.728,248.0,5200.0,350.0,1450.0
Mahindra,600000,2016,92000,Diesel,Manual,Kanpur,White,Second,Individual,RWD,7.0,60.0,13481387.175,84.0,3750.0,230.0,1500.0
Hyundai,1465000,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,FWD,5.0,50.0,12051090.0,150.0,6200.0,192.0,4000.0
Hyundai,475000,2014,62000,Petrol,Manual,Delhi,Silver,First,Individual,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Renault,1000000,2022,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,FWD,5.0,40.0,11209721.25,71.0,6250.0,96.0,3500.0
Toyota,1850000,2016,72000,Diesel,Automatic,Ludhiana,White,First,Individual,RWD,7.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Maruti Suzuki,570000,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Hyundai,770000,2016,20000,Petrol,Automatic,Pune,White,First,Individual,FWD,5.0,43.0,10970312.5,121.0,6300.0,158.0,4200.0
Honda,1040000,2019,18000,Petrol,Automatic,Delhi,Brown,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Mahindra,675000,2014,78000,Diesel,Manual,Ludhiana,White,Second,Individual,RWD,8.0,60.0,15897387.25,120.0,4000.0,290.0,1800.0
Maruti Suzuki,450000,2014,52000,Petrol,Manual,Delhi,Silver,First,Individual,FWD,5.0,42.0,10529721.375,85.0,6000.0,114.0,4000.0
Maruti Suzuki,800000,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,FWD,5.0,37.0,10206744.75,89.0,6000.0,113.0,4400.0
Tata,2200000,2021,32000,Diesel,Manual,Patna,Green,First,Individual,RWD,7.0,63.0,17580678.15,154.0,4000.0,400.0,1750.0
Mahindra,1075000,2015,138000,Diesel,Manual,Bangalore,Silver,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Maruti Suzuki,560000,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,FWD,5.0,37.0,10500957.375,74.0,4000.0,190.0,2000.0
Hyundai,450000,2016,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Volvo,4175000,2018,20000,Diesel,Automatic,Delhi,White,First,Individual,FWD,5.0,55.0,13456663.311,190.0,4250.0,400.0,1750.0
MINI,5200000,2022,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,FWD,4.0,44.0,9401615.3,228.0,5200.0,320.0,1450.0
Hyundai,810000,2018,73000,Diesel,Manual,Pune,Red,First,Individual,FWD,5.0,45.0,11323221.0,126.0,4000.0,260.0,1500.0
Mercedes-Benz,1875000,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,RWD,4.0,80.0,14883458.076,453.0,5250.0,700.0,1800.0
Honda,520000,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,FWD,5.0,40.0,10344444.88,87.0,6000.0,110.0,4800.0
